text_index,layer,token_index,token,user_probability,assistant_probability,tool_probability
0,16,0,Sum,0.0010934427846223116,4.298865678720176e-05,0.9988635778427124
0,16,1,mar,0.9435694813728333,0.0009442116715945303,0.05548635497689247
0,16,2,ize,0.2833794951438904,0.006824910640716553,0.7097955346107483
0,16,3, the,0.005881649442017078,8.277508459286764e-05,0.9940356016159058
0,16,4, main,0.7307279109954834,3.5773395211435854e-05,0.26923632621765137
0,16,5, argument,0.9867204427719116,3.136351369903423e-05,0.013248075731098652
0,16,6, of,0.846978485584259,0.00012788918684236705,0.15289361774921417
0,16,7, this,0.04010162129998207,8.631133709968708e-07,0.959897518157959
0,16,8, passage,0.011391525156795979,7.209865088952938e-06,0.9886012673377991
0,16,9, in,0.566580593585968,5.991797661408782e-05,0.4333595037460327
0,16,10, two,0.9957417249679565,1.8518336219131015e-05,0.004239791538566351
0,16,11, sentences,0.09683991968631744,0.03295299783349037,0.8702070713043213
0,16,12,".
",0.11535296589136124,0.00021298634237609804,0.8844341039657593
1,8,0,Please,0.9805825352668762,0.0001606121804798022,0.01925688236951828
1,8,1, list,0.7664873600006104,2.0981581201340305e-06,0.23351049423217773
1,8,2, three,0.9931172132492065,1.3023848168813856e-06,0.006881460547447205
1,8,3, inexpensive,0.03462088853120804,7.324376383621711e-06,0.9653717875480652
1,8,4, meals,0.7397635579109192,5.4717074817745015e-06,0.2602309584617615
1,8,5, I,0.9562462568283081,5.7160159485647455e-05,0.04369668290019035
1,8,6, can,0.9257179498672485,1.1458566405053716e-05,0.07427053898572922
1,8,7, prepare,0.03399931266903877,5.279264587443322e-05,0.9659478664398193
1,8,8, in,0.16891658306121826,2.0880584997939877e-05,0.8310624957084656
1,8,9, under,0.2684280574321747,2.3076731849869248e-06,0.7315696477890015
1,8,10, thirty,0.9976575374603271,7.5866760198550764e-06,0.0023348049726337194
1,8,11, minutes,0.902062177658081,4.535043626674451e-05,0.09789242595434189
1,8,12,".
",0.6069157719612122,0.00782853178679943,0.38525569438934326
1,12,0,Please,0.9999891519546509,1.82670146386954e-06,9.039089491125196e-06
1,12,1, list,0.9950971007347107,0.000724266457837075,0.004178591538220644
1,12,2, three,0.9747490882873535,0.003086438402533531,0.022164402529597282
1,12,3, inexpensive,0.9702417254447937,0.0025659219827502966,0.027192305773496628
1,12,4, meals,0.9694106578826904,0.0001346666249446571,0.03045467473566532
1,12,5, I,0.9966554641723633,8.529642946086824e-05,0.003259271616116166
1,12,6, can,0.9999217987060547,2.1504247342818417e-05,5.6698303524171934e-05
1,12,7, prepare,0.9281265139579773,0.000751845131162554,0.0711216852068901
1,12,8, in,0.2075175791978836,0.0014611720107495785,0.7910212874412537
1,12,9, under,0.8352605700492859,0.007924787700176239,0.15681464970111847
1,12,10, thirty,0.8988767266273499,0.025467727333307266,0.075655497610569
1,12,11, minutes,0.8515053391456604,0.001667294418439269,0.14682738482952118
1,12,12,".
",0.9882291555404663,0.0003690832236316055,0.011401739902794361
1,16,0,Please,0.09100939333438873,0.00014678132720291615,0.9088438749313354
1,16,1, list,0.0736471563577652,0.0023042531684041023,0.9240485429763794
1,16,2, three,0.8048011064529419,0.0008521054987795651,0.19434672594070435
1,16,3, inexpensive,0.9849093556404114,0.0009292915929108858,0.014161339029669762
1,16,4, meals,0.9809669256210327,0.0008079688996076584,0.018225165084004402
1,16,5, I,0.14483614265918732,8.417713979724795e-05,0.855079710483551
1,16,6, can,0.990246057510376,3.6310557334218174e-05,0.009717543609440327
1,16,7, prepare,0.9533735513687134,0.0001787892251741141,0.04644767567515373
1,16,8, in,0.6008744239807129,0.00012712748139165342,0.398998498916626
1,16,9, under,0.9949489831924438,5.352119478629902e-05,0.004997543524950743
1,16,10, thirty,0.9796121716499329,6.664128886768594e-05,0.020321140065789223
1,16,11, minutes,0.7728499174118042,0.0007327324128709733,0.2264173924922943
1,16,12,".
",0.9831780791282654,0.0027548070065677166,0.014067159965634346
2,8,0,Ex,0.7216063737869263,0.00012402349966578186,0.278269499540329
2,8,1,plain,0.6632298231124878,0.0007525128894485533,0.3360176682472229
2,8,2, why,0.999957799911499,2.2479719474777227e-10,4.2180145101156086e-05
2,8,3, the,0.8056470155715942,4.5014488136985165e-07,0.19435249269008636
2,8,4, sky,0.02114531584084034,9.485214832238853e-06,0.9788451790809631
2,8,5, appears,0.6806624531745911,8.739352210795914e-07,0.3193366527557373
2,8,6, blue,0.3404289484024048,2.404790500065701e-08,0.6595709919929504
2,8,7, during,0.37458398938179016,4.1469203182487036e-08,0.6254159808158875
2,8,8, the,0.013464217074215412,3.2086472856462933e-07,0.9865354895591736
2,8,9, day,0.24859528243541718,9.462066373089328e-06,0.7513952255249023
2,8,10,".
",0.3129943013191223,0.0002998163690790534,0.6867058873176575
2,12,0,Ex,0.9771859645843506,0.00034118277835659683,0.022472795099020004
2,12,1,plain,0.988058865070343,0.007077207788825035,0.004864010494202375
2,12,2, why,0.998370349407196,0.0007755071856081486,0.0008541985298506916
2,12,3, the,0.9842489361763,0.0004607433802448213,0.015290360897779465
2,12,4, sky,0.9986679553985596,0.00011799535423051566,0.0012140371836721897
2,12,5, appears,0.9993170499801636,0.0006472378154285252,3.577324969228357e-05
2,12,6, blue,0.9992109537124634,0.0006797323003411293,0.00010925709648290649
2,12,7, during,0.9994292855262756,1.581607102707494e-05,0.0005548982881009579
2,12,8, the,0.9988431930541992,7.473169716831762e-06,0.001149244257248938
2,12,9, day,0.999948263168335,1.0336177183489781e-05,4.131967216380872e-05
2,12,10,".
",0.9901202917098999,0.004769802093505859,0.005109960213303566
2,16,0,Ex,1.7405203834641725e-05,6.190986459841952e-05,0.9999207258224487
2,16,1,plain,0.5331072807312012,0.0035425627138465643,0.46335020661354065
2,16,2, why,0.8234952688217163,0.001196807948872447,0.17530794441699982
2,16,3, the,0.002790032187476754,0.00013879642938263714,0.9970711469650269
2,16,4, sky,0.6365021467208862,0.006573052145540714,0.35692477226257324
2,16,5, appears,0.005982579663395882,0.05124715715646744,0.9427703022956848
2,16,6, blue,0.6237999796867371,0.00792491715401411,0.36827507615089417
2,16,7, during,0.11127251386642456,1.7404800018994138e-05,0.888710081577301
2,16,8, the,0.000879338476806879,1.4023906942384201e-06,0.999119222164154
2,16,9, day,0.0039522685110569,8.756870374782011e-05,0.9959601759910583
2,16,10,".
",0.7489688396453857,0.0015020737191662192,0.24952912330627441
3,8,0,Rew,0.9474334716796875,1.9596791389631107e-05,0.05254692584276199
3,8,1,rite,0.878472089767456,0.00016498658806085587,0.12136295437812805
3,8,2, this,2.6131960112252273e-05,6.790601037209854e-05,0.9999059438705444
3,8,3, paragraph,0.0007233974756672978,3.5050623409915715e-05,0.9992415904998779
3,8,4, in,0.9428301453590393,5.623467131954385e-07,0.05716925859451294
3,8,5, a,0.5673912763595581,2.2412695699358665e-08,0.4326087236404419
3,8,6, more,0.12120024859905243,1.135827218945451e-07,0.8787996172904968
3,8,7, formal,0.0036960134748369455,3.29107278957963e-05,0.996271014213562
3,8,8, and,0.9551954865455627,7.576485927529575e-07,0.044803738594055176
3,8,9, concise,0.01177532970905304,0.0005114611703902483,0.9877132177352905
3,8,10, style,0.040724944323301315,0.00015849027840886265,0.9591165781021118
3,8,11,".
",6.0994621890131384e-05,0.00015514147526118904,0.9997839331626892
3,12,0,Rew,0.9969844222068787,9.512202086625621e-05,0.0029204809106886387
3,12,1,rite,0.9999775886535645,2.052774652838707e-05,1.9383996914257295e-06
3,12,2, this,0.99748295545578,5.9299098211340606e-05,0.0024577281437814236
3,12,3, paragraph,0.9889411330223083,0.0063082994893193245,0.004750560503453016
3,12,4, in,0.9260239005088806,0.0027471676003187895,0.07122886180877686
3,12,5, a,0.9991693496704102,4.919337879982777e-05,0.0007814583368599415
3,12,6, more,0.9996055960655212,0.00032827226095832884,6.618308543693274e-05
3,12,7, formal,0.9624168276786804,0.02184007503092289,0.015743134543299675
3,12,8, and,0.9970616698265076,0.00010945484245894477,0.002828853437677026
3,12,9, concise,0.10195952653884888,0.21936124563217163,0.6786792278289795
3,12,10, style,0.5234935283660889,0.05892115831375122,0.4175852835178375
3,12,11,".
",0.021119406446814537,0.013828947208821774,0.9650516510009766
3,16,0,Rew,4.4614503167395014e-06,2.112692891387269e-05,0.9999743700027466
3,16,1,rite,0.050297874957323074,0.0002385148691246286,0.9494636058807373
3,16,2, this,0.1531982570886612,2.8811176889576018e-05,0.8467729687690735
3,16,3, paragraph,0.07233094424009323,5.9199501265538856e-05,0.9276098608970642
3,16,4, in,0.735080361366272,6.420214776881039e-05,0.26485541462898254
3,16,5, a,0.9602481722831726,1.4084536815062165e-05,0.039737727493047714
3,16,6, more,0.4606487452983856,0.0030690645799040794,0.5362821817398071
3,16,7, formal,0.45208612084388733,0.005322182551026344,0.5425916314125061
3,16,8, and,0.9914652705192566,8.808960410533473e-05,0.008446679450571537
3,16,9, concise,0.0818525105714798,0.0004883492947556078,0.9176591634750366
3,16,10, style,0.5725269913673401,0.00017100699187722057,0.42730194330215454
3,16,11,".
",0.007681246381253004,9.725699783302844e-05,0.9922215342521667
4,8,0,Calculate,0.7575160264968872,0.00021523900795727968,0.24226874113082886
4,8,1, the,0.27409276366233826,0.009120969101786613,0.7167862057685852
4,8,2, total,0.9981277585029602,9.95897721622896e-07,0.001871350221335888
4,8,3, cost,0.09751178324222565,8.743847865844145e-05,0.9024007320404053
4,8,4, after,0.2864944338798523,8.005461859283969e-05,0.7134255170822144
4,8,5, applying,0.9997783303260803,3.685578064960282e-08,0.0002217172150267288
4,8,6, a,0.999751627445221,1.0292130703248858e-08,0.00024836102966219187
4,8,7, fifteen,0.9853479266166687,7.770241836624336e-07,0.014651289209723473
4,8,8, percent,0.9967648983001709,1.8244311617010567e-09,0.003235103562474251
4,8,9, discount,0.9993321299552917,1.711782826596675e-09,0.0006678317440673709
4,8,10,".
",0.5581863522529602,0.00022892950801178813,0.4415847063064575
4,12,0,Calculate,0.9961990714073181,0.00024977486464194953,0.0035512237809598446
4,12,1, the,0.9979360103607178,0.00038742838660255075,0.001676587969996035
4,12,2, total,0.9999648332595825,2.3327018425334245e-05,1.1827512935269624e-05
4,12,3, cost,0.9998106360435486,0.00015571630501654,3.375556116225198e-05
4,12,4, after,0.9999667406082153,1.9485307348077185e-05,1.386460462526884e-05
4,12,5, applying,0.9916194677352905,0.0011971958447247744,0.007183259818702936
4,12,6, a,0.9992515444755554,7.064047531457618e-05,0.0006777778617106378
4,12,7, fifteen,0.9979395270347595,4.721632194559788e-06,0.0020557499956339598
4,12,8, percent,0.9989567995071411,1.7065249267034233e-05,0.001026142155751586
4,12,9, discount,0.9997648596763611,7.320278655242873e-06,0.00022788623755332083
4,12,10,".
",0.9411291480064392,0.004969083704054356,0.05390175059437752
4,16,0,Calculate,0.039064258337020874,2.3717619114904664e-05,0.9609119892120361
4,16,1, the,0.31172218918800354,5.2071569371037185e-05,0.6882256865501404
4,16,2, total,0.8515224456787109,0.0001660530542721972,0.14831151068210602
4,16,3, cost,0.9968067407608032,7.161159828683594e-06,0.003186143236234784
4,16,4, after,0.8775896430015564,1.1474892744445242e-05,0.12239887565374374
4,16,5, applying,0.07767491042613983,2.3023050744086504e-05,0.9223020076751709
4,16,6, a,0.8113927841186523,9.540531209495384e-07,0.18860621750354767
4,16,7, fifteen,0.9936258792877197,2.35003085435892e-07,0.006373849231749773
4,16,8, percent,0.9995014667510986,9.324349434791657e-07,0.000497522356454283
4,16,9, discount,0.9763893485069275,1.593733577465173e-05,0.023594675585627556
4,16,10,".
",0.969853937625885,6.28122450052615e-07,0.030145548284053802
5,8,0,Give,0.8683314323425293,9.377588867209852e-05,0.13157479465007782
5,8,1, me,0.0004274640523362905,0.00021606302470900118,0.9993564486503601
5,8,2, step,0.776279091835022,1.0535552064538933e-05,0.22371035814285278
5,8,3,-by,0.9965116381645203,5.893705383641645e-05,0.0034294885117560625
5,8,4,-step,0.028415987268090248,2.9477072530426085e-05,0.9715545773506165
5,8,5, directions,0.033287227153778076,0.00018483688472770154,0.9665279388427734
5,8,6, for,0.9670201539993286,5.6153519835788757e-05,0.03292363882064819
5,8,7, changing,0.506678581237793,2.6690637241699733e-05,0.49329468607902527
5,8,8, a,0.7018663287162781,3.5506877793523017e-06,0.2981301546096802
5,8,9, bicycle,0.02723190374672413,0.0012725952547043562,0.971495509147644
5,8,10, tire,0.9999275207519531,2.834719055044843e-07,7.221024134196341e-05
5,8,11,".
",0.20654132962226868,0.0033777954522520304,0.7900809049606323
5,12,0,Give,0.9995937943458557,4.7302371967816725e-05,0.0003589144616853446
5,12,1, me,0.9993119239807129,2.1930829461780377e-05,0.0006661554216407239
5,12,2, step,0.9975144863128662,0.00012606612290255725,0.0023595024831593037
5,12,3,-by,0.9872987866401672,0.009273739531636238,0.0034274125937372446
5,12,4,-step,0.999961256980896,2.8856335120508447e-05,9.89159343589563e-06
5,12,5, directions,0.9998337030410767,4.544257899397053e-05,0.00012091551616322249
5,12,6, for,0.8339406251907349,0.0512450747191906,0.11481428146362305
5,12,7, changing,0.969767153263092,0.004889287054538727,0.025343602523207664
5,12,8, a,0.8665319085121155,0.022647522389888763,0.11082051694393158
5,12,9, bicycle,0.8507313132286072,0.005839027464389801,0.14342963695526123
5,12,10, tire,0.9925803542137146,4.440363045432605e-05,0.007375267334282398
5,12,11,".
",0.11483674496412277,0.017679370939731598,0.8674838542938232
5,16,0,Give,0.019821936264634132,0.00010926097456831485,0.9800688028335571
5,16,1, me,0.3947148621082306,0.0029623759910464287,0.6023227572441101
5,16,2, step,0.9544030427932739,0.0006205904064700007,0.04497632384300232
5,16,3,-by,0.9972544312477112,0.00025105036911554635,0.0024944536853581667
5,16,4,-step,0.9988831877708435,5.608717037830502e-05,0.0010606832802295685
5,16,5, directions,0.9960699081420898,7.325091428356245e-05,0.003856831695884466
5,16,6, for,0.061948005110025406,0.0032063182443380356,0.9348456859588623
5,16,7, changing,0.0002297327882843092,0.003802120452746749,0.9959681034088135
5,16,8, a,9.144069190369919e-05,0.0001127045979956165,0.9997958540916443
5,16,9, bicycle,0.18403565883636475,0.017061462625861168,0.7989028692245483
5,16,10, tire,0.0004913700395263731,0.004405032843351364,0.9951035976409912
5,16,11,".
",0.006955369375646114,0.006430285517126322,0.9866144061088562
6,8,0,Compare,0.9899347424507141,9.104566561290994e-05,0.009974200278520584
6,8,1, solar,0.16789282858371735,0.000449520128313452,0.8316576480865479
6,8,2, and,0.7474397420883179,3.127545278402977e-05,0.25252896547317505
6,8,3, wind,0.04358772188425064,1.749602051859256e-05,0.9563948512077332
6,8,4, power,0.043860871344804764,1.4131020179775078e-05,0.956125020980835
6,8,5, in,0.03080853633582592,0.00018723182438407093,0.9690042734146118
6,8,6, a,0.08769841492176056,2.8477008982008556e-06,0.9122987389564514
6,8,7, short,0.9688826203346252,1.611593916095444e-06,0.031115811318159103
6,8,8, table,0.9933591485023499,1.0972832420463874e-08,0.0066408514976501465
6,8,9,".
",0.9094913601875305,8.854977932060137e-05,0.09042005240917206
6,12,0,Compare,0.962273120880127,0.015789970755577087,0.02193698287010193
6,12,1, solar,0.028544055297970772,0.002409287728369236,0.9690467119216919
6,12,2, and,0.25375720858573914,0.012967685237526894,0.7332750558853149
6,12,3, wind,0.29327908158302307,2.5457804440520704e-05,0.7066954374313354
6,12,4, power,0.02859567478299141,0.0009396126843057573,0.9704647660255432
6,12,5, in,0.7445846199989319,0.001047975500114262,0.25436732172966003
6,12,6, a,0.980293869972229,2.5683206331450492e-05,0.019680405035614967
6,12,7, short,0.7394568920135498,0.014250973239541054,0.24629218876361847
6,12,8, table,0.9999822378158569,1.2298961848955514e-07,1.760322629706934e-05
6,12,9,".
",0.9876251816749573,3.5054090403718874e-05,0.012339727953076363
6,16,0,Compare,0.006918336730450392,9.695807966636494e-05,0.9929847717285156
6,16,1, solar,0.09009023755788803,0.0009408522164449096,0.9089689254760742
6,16,2, and,0.17108584940433502,0.0023848223499953747,0.826529324054718
6,16,3, wind,0.8946110606193542,0.004081828985363245,0.10130701214075089
6,16,4, power,0.9982183575630188,0.00012330489698797464,0.0016583397518843412
6,16,5, in,0.9934002161026001,6.060293344489764e-06,0.0065937344916164875
6,16,6, a,0.3808887302875519,2.803370625770185e-05,0.6190831661224365
6,16,7, short,0.582196056842804,0.017297010868787766,0.4005069136619568
6,16,8, table,0.6343687176704407,4.391885522636585e-05,0.36558735370635986
6,16,9,".
",0.990407407283783,3.423851012485102e-06,0.009589210152626038
7,8,0,Find,0.9534645676612854,8.394657197641209e-05,0.04645149037241936
7,8,1, the,0.7921749353408813,0.00447497284039855,0.20335008203983307
7,8,2, gramm,0.40278157591819763,0.0005041149561293423,0.5967142581939697
7,8,3,atical,0.9622679352760315,5.845623149980383e-07,0.03773147612810135
7,8,4, error,0.6906719207763672,7.61370247346349e-05,0.30925196409225464
7,8,5, in,0.7853184342384338,1.2966937674718793e-06,0.21468022465705872
7,8,6, this,0.0044230008497834206,1.9519090699304797e-07,0.9955768585205078
7,8,7, sentence,9.141020564129576e-05,2.6410391456010984e-06,0.9999059438705444
7,8,8, and,0.7406376600265503,3.7044361533844494e-07,0.25936198234558105
7,8,9, correct,0.35019031167030334,4.533272246476372e-08,0.6498095989227295
7,8,10, it,0.42671650648117065,8.039872767540146e-09,0.5732834935188293
7,8,11,".
",0.0003064099873881787,0.00039897210081107914,0.999294638633728
7,12,0,Find,0.9998181462287903,6.199385097716004e-05,0.00011996087414445356
7,12,1, the,0.999760091304779,7.089089194778353e-05,0.00016902314382605255
7,12,2, gramm,0.9978979825973511,4.581283428706229e-05,0.002056180266663432
7,12,3,atical,0.9996227025985718,2.3043365217745304e-05,0.0003542580525390804
7,12,4, error,0.9970487952232361,0.0017820728244259953,0.0011692000553011894
7,12,5, in,0.9996483325958252,2.8301548809395172e-05,0.00032340947655029595
7,12,6, this,0.9724956154823303,0.0007364036282524467,0.02676796354353428
7,12,7, sentence,0.9651736617088318,0.004114454612135887,0.03071182407438755
7,12,8, and,0.9990560412406921,0.00013043386570643634,0.000813523365650326
7,12,9, correct,0.9997137188911438,0.00016410843818448484,0.0001221931161126122
7,12,10, it,0.9746909141540527,0.019712073728442192,0.005597023759037256
7,12,11,".
",0.35724493861198425,0.011060355231165886,0.6316947340965271
7,16,0,Find,0.02712777443230152,1.0587654287519399e-05,0.9728615880012512
7,16,1, the,0.7689746618270874,1.1149534657306504e-05,0.2310141772031784
7,16,2, gramm,0.06647587567567825,9.852123184828088e-05,0.9334256052970886
7,16,3,atical,0.023746643215417862,1.864985165411781e-06,0.976251482963562
7,16,4, error,0.1709686815738678,0.000815525942016393,0.8282158374786377
7,16,5, in,0.0457959920167923,7.96254062152002e-06,0.9541959762573242
7,16,6, this,0.1779092252254486,5.732494514631981e-07,0.8220902681350708
7,16,7, sentence,0.2958511412143707,9.681397204985842e-05,0.7040520310401917
7,16,8, and,0.2288566678762436,0.00018345243006478995,0.7709599137306213
7,16,9, correct,0.7842682003974915,0.00397444935515523,0.21175740659236908
7,16,10, it,0.0013370522065088153,0.00012803672871086746,0.9985349178314209
7,16,11,".
",0.001572635374031961,0.00013325289182830602,0.9982941746711731
8,8,0,Draft,0.4566577970981598,0.0003148914547637105,0.5430272817611694
8,8,1, a,0.085311159491539,0.013353503309190273,0.9013352990150452
8,8,2, polite,0.011040790937840939,0.025672106072306633,0.9632871747016907
8,8,3, email,0.0001338299480266869,0.00655101053416729,0.9933151602745056
8,8,4, asking,0.025556648150086403,6.324752030195668e-05,0.9743801355361938
8,8,5, to,0.0020439468789845705,0.2746829390525818,0.7232730984687805
8,8,6, res,0.0011534736258909106,4.922216976410709e-05,0.9987972974777222
8,8,7,chedule,0.0008496970986016095,0.00017937578377313912,0.9989709854125977
8,8,8, tomorrow,0.0016144516412168741,0.00023341817723121494,0.9981520771980286
8,8,9,'s,0.0009970238897949457,0.001385830226354301,0.9976170659065247
8,8,10, meeting,0.000731616688426584,0.0005492069758474827,0.9987192153930664
8,8,11,".
",0.0016308921622112393,0.0024912026710808277,0.9958778619766235
8,12,0,Draft,0.9958106279373169,0.0017166995676234365,0.0024727522395551205
8,12,1, a,0.9758259654045105,0.00635520601645112,0.017818806692957878
8,12,2, polite,0.9552809000015259,0.03900454193353653,0.005714511498808861
8,12,3, email,0.9801405072212219,0.01480867899954319,0.005050891079008579
8,12,4, asking,0.9794169068336487,0.007052288390696049,0.013530861586332321
8,12,5, to,0.9714730978012085,0.0006956254364922643,0.027831196784973145
8,12,6, res,0.9548824429512024,6.186693644849584e-05,0.04505568742752075
8,12,7,chedule,0.5649886727333069,0.0003628703416325152,0.43464845418930054
8,12,8, tomorrow,0.9999040365219116,3.868079511448741e-05,5.722383866668679e-05
8,12,9,'s,0.9369449615478516,0.0001509258581791073,0.06290414184331894
8,12,10, meeting,0.21485574543476105,9.345621219836175e-05,0.7850508093833923
8,12,11,".
",0.5574507117271423,0.012343802489340305,0.43020546436309814
8,16,0,Draft,0.08372323960065842,0.0007411380647681653,0.9155356287956238
8,16,1, a,0.015004966408014297,0.0021073746029287577,0.9828876256942749
8,16,2, polite,0.9219253659248352,0.001025091391056776,0.07704956084489822
8,16,3, email,0.993765115737915,0.003590553067624569,0.002644224790856242
8,16,4, asking,0.016170402988791466,0.005533700808882713,0.9782959818840027
8,16,5, to,0.5522822141647339,0.0002799207577481866,0.4474378824234009
8,16,6, res,0.0797043964266777,0.0039115604013204575,0.9163840413093567
8,16,7,chedule,0.04685235396027565,0.004852322395890951,0.9482952952384949
8,16,8, tomorrow,0.9791836142539978,0.00022158688807394356,0.020594850182533264
8,16,9,'s,0.7482323050498962,0.00017512643535155803,0.25159260630607605
8,16,10, meeting,0.004121660254895687,0.0003351151244714856,0.9955431818962097
8,16,11,".
",0.7560539245605469,0.0007785021443851292,0.24316754937171936
9,8,0,What,0.8368826508522034,0.00046991195995360613,0.16264748573303223
9,8,1, are,0.9999910593032837,5.736989550086946e-09,8.886841897037812e-06
9,8,2, the,0.999440610408783,2.3966769731487148e-05,0.0005354042514227331
9,8,3, main,0.9833431243896484,0.00015477211854886264,0.01650211401283741
9,8,4, differences,0.6129719614982605,0.0006693132454529405,0.38635876774787903
9,8,5, between,0.7835760116577148,0.0020383226219564676,0.21438570320606232
9,8,6, RAM,1.2133266864111647e-05,0.0009452950907871127,0.9990425705909729
9,8,7, and,0.011857942678034306,0.005218507722020149,0.9829235672950745
9,8,8, disk,0.001462698681280017,0.0015545324422419071,0.996982753276825
9,8,9, storage,2.8084443329134956e-05,0.00012304872507229447,0.9998488426208496
9,8,10,"?
",0.6952542066574097,0.013904083520174026,0.29084163904190063
9,12,0,What,0.7998164892196655,0.003965409472584724,0.1962181031703949
9,12,1, are,0.8151443600654602,0.0011634257389232516,0.18369221687316895
9,12,2, the,0.9278604388237,0.005472053308039904,0.06666753441095352
9,12,3, main,0.6268907785415649,0.01480021420866251,0.3583090007305145
9,12,4, differences,0.9718045592308044,0.001025477540679276,0.02716996520757675
9,12,5, between,0.010162417776882648,0.003878269111737609,0.9859593510627747
9,12,6, RAM,0.08911027014255524,0.0025577028281986713,0.9083320498466492
9,12,7, and,0.0034155622124671936,0.004885664209723473,0.9916987419128418
9,12,8, disk,0.1422966718673706,0.0001828753884183243,0.8575204610824585
9,12,9, storage,0.017340337857604027,0.0003018798597622663,0.9823578596115112
9,12,10,"?
",0.8681492805480957,0.0004119976074434817,0.13143868744373322
9,16,0,What,2.675242512850673e-06,5.030748525314266e-06,0.9999922513961792
9,16,1, are,0.0005194256664253771,0.000132617904455401,0.999347984790802
9,16,2, the,0.0033793170005083084,0.00010511897562537342,0.9965155124664307
9,16,3, main,0.008910317905247211,5.2389197662705556e-05,0.9910372495651245
9,16,4, differences,0.8308089971542358,0.00022598140640184283,0.16896499693393707
9,16,5, between,6.833783118054271e-05,5.552064976654947e-05,0.9998761415481567
9,16,6, RAM,0.359772264957428,0.06200331822037697,0.5782244205474854
9,16,7, and,0.1857943832874298,0.001697951345704496,0.812507688999176
9,16,8, disk,0.1435578465461731,0.0031768777407705784,0.8532652854919434
9,16,9, storage,0.8152698874473572,0.00235746125690639,0.18237262964248657
9,16,10,"?
",0.9323832392692566,8.131536742439494e-05,0.0675353854894638
10,8,0,Recommend,0.10559023171663284,0.0013189405435696244,0.8930909037590027
10,8,1, five,0.96930992603302,0.00023750029504299164,0.030452562496066093
10,8,2, books,0.0008566780597902834,0.001399886328727007,0.9977434873580933
10,8,3, for,0.18996752798557281,0.006799184717237949,0.8032333254814148
10,8,4, someone,0.00046662960085086524,1.7117454262916e-05,0.9995162487030029
10,8,5, learning,0.0007958690985105932,1.914553649839945e-06,0.9992021918296814
10,8,6, about,0.000143350989674218,1.058695715983049e-06,0.9998555183410645
10,8,7, ancient,0.0001569231681060046,7.96879394329153e-05,0.9997634291648865
10,8,8, Rome,0.09416388720273972,0.004357378929853439,0.9014787077903748
10,8,9,".
",0.26962611079216003,0.03359686955809593,0.6967769861221313
10,12,0,Recommend,0.9935091137886047,0.0007573078037239611,0.005733633413910866
10,12,1, five,0.9811816811561584,0.012801341712474823,0.006016937550157309
10,12,2, books,0.9364607930183411,0.004590647295117378,0.05894853174686432
10,12,3, for,0.9268726110458374,0.011309309862554073,0.06181811913847923
10,12,4, someone,0.6691669225692749,0.0053798663429915905,0.3254532814025879
10,12,5, learning,0.7899907827377319,0.0026327259838581085,0.20737648010253906
10,12,6, about,0.7104278206825256,0.0014781394274905324,0.28809401392936707
10,12,7, ancient,0.04280444234609604,0.002101465594023466,0.9550941586494446
10,12,8, Rome,0.018676437437534332,0.0014600333524867892,0.9798635840415955
10,12,9,".
",0.9617205262184143,0.0006737298099324107,0.037605687975883484
10,16,0,Recommend,0.015491154044866562,0.0022902574855834246,0.9822185635566711
