contrast,layer,position_order,position,mean_activation_difference_norm,mean_pairwise_cosine,layer_increment_mean_difference_norm,marker_confounded
V0_minus_V4,4,10,command_7_6896,0.6112369199593862,0.8736218651135762,0.168015405535698,False
V0_minus_V4,4,11,embedded_im_end_marker_confounded,1.3426407376925151,0.2285744329293569,0.3291706840197246,True
V0_minus_V4,5,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V4,5,1,role_token,13.0903902053833,0.9759062051773071,3.3230187098185215,False
V0_minus_V4,5,2,post_role_newline,4.556018034617106,0.9691429734230042,1.6710337797800703,False
V0_minus_V4,5,3,command_0_12497,4.571357727050781,0.9657589832941691,1.2132790486017861,False
V0_minus_V4,5,4,command_1_279,1.1159791946411133,0.932860000928243,0.19571305314699805,False
V0_minus_V4,5,5,command_2_28285,1.358215908209483,0.9190841754277547,0.3804959456125896,False
V0_minus_V4,5,6,command_3_2022,1.7994833588600159,0.937268610795339,0.6531895200411479,False
V0_minus_V4,5,7,command_4_3383,1.2378769119580586,0.9062862594922384,0.3328555723031361,False
V0_minus_V4,5,8,command_5_323,1.1267555554707844,0.9304667631785075,0.2073053717613219,False
V0_minus_V4,5,9,command_6_2550,1.7509609460830688,0.9412499149640401,0.9530881345272064,False
V0_minus_V4,5,10,command_7_6896,0.8131038149197897,0.8736885190010071,0.20186689496040344,False
V0_minus_V4,5,11,embedded_im_end_marker_confounded,1.8473210732142131,0.4500206381082535,0.504680335521698,True
V0_minus_V4,6,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V4,6,1,role_token,15.726899941762289,0.9771968166033427,2.6365097363789882,False
V0_minus_V4,6,2,post_role_newline,5.832662741343181,0.9723400036493938,1.2766447067260742,False
V0_minus_V4,6,3,command_0_12497,5.961832284927368,0.9648106376330058,1.390474557876587,False
V0_minus_V4,6,4,command_1_279,1.6366055607795715,0.9280491232872009,0.5206263661384583,False
V0_minus_V4,6,5,command_2_28285,1.613118310769399,0.9004432757695516,0.25490240255991603,False
V0_minus_V4,6,6,command_3_2022,2.2556463877360025,0.925140913327535,0.4561630288759866,False
V0_minus_V4,6,7,command_4_3383,1.655605435371399,0.9021453499794007,0.4177285234133403,False
V0_minus_V4,6,8,command_5_323,1.7344293594360352,0.939547046025594,0.6076738039652507,False
V0_minus_V4,6,9,command_6_2550,2.4161016941070557,0.9470664302508036,0.6651407480239868,False
V0_minus_V4,6,10,command_7_6896,1.1341921885808308,0.8752756118774414,0.32108837366104115,False
V0_minus_V4,6,11,embedded_im_end_marker_confounded,2.502597530682882,0.5715649167696635,0.6552764574686687,True
V0_minus_V4,7,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V4,7,1,role_token,18.58581829071045,0.9792471885681152,2.85891834894816,False
V0_minus_V4,7,2,post_role_newline,9.814994970957438,0.9792553146680196,3.982332229614257,False
V0_minus_V4,7,3,command_0_12497,7.984780629475911,0.9717972755432129,2.022948344548543,False
V0_minus_V4,7,4,command_1_279,2.2379409074783325,0.9335898041725159,0.601335346698761,False
V0_minus_V4,7,5,command_2_28285,1.734887699286143,0.891584555308024,0.12176938851674413,False
V0_minus_V4,7,6,command_3_2022,2.518830339113871,0.9226130366325378,0.26318395137786865,False
V0_minus_V4,7,7,command_4_3383,1.9393802086512248,0.8953238487243652,0.2837747732798259,False
V0_minus_V4,7,8,command_5_323,2.06320188442866,0.9291003982226054,0.32877252499262477,False
V0_minus_V4,7,9,command_6_2550,2.668135166168213,0.9338879823684693,0.2520334720611572,False
V0_minus_V4,7,10,command_7_6896,1.3489144047101338,0.8637201666831971,0.21472221612930298,False
V0_minus_V4,7,11,embedded_im_end_marker_confounded,2.772838274637858,0.6048883616924285,0.2702407439549761,True
V0_minus_V4,8,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V4,8,1,role_token,20.074021975199383,0.9792109926541647,1.4882036844889335,False
V0_minus_V4,8,2,post_role_newline,11.133625666300455,0.9775177836418152,1.3186306953430176,False
V0_minus_V4,8,3,command_0_12497,8.04652738571167,0.967236852645874,0.06174675623575876,False
V0_minus_V4,8,4,command_1_279,3.203204313913981,0.9432071606318156,0.9652634064356485,False
V0_minus_V4,8,5,command_2_28285,1.9942777554194133,0.8911131699879964,0.25939005613327026,False
V0_minus_V4,8,6,command_3_2022,2.8805381457010903,0.912405268351237,0.36170780658721924,False
V0_minus_V4,8,7,command_4_3383,2.4627755880355835,0.9069021860758464,0.5233953793843586,False
V0_minus_V4,8,8,command_5_323,3.034645756085714,0.9509836475054423,0.9714438716570539,False
V0_minus_V4,8,9,command_6_2550,2.9676565329233804,0.9202166755994161,0.2995213667551675,False
V0_minus_V4,8,10,command_7_6896,1.6737266381581624,0.8688413143157959,0.32481223344802856,False
V0_minus_V4,8,11,embedded_im_end_marker_confounded,3.2369155089060464,0.6790508170922597,0.4640772342681885,True
V0_minus_V5,0,0,embedded_im_start,0.0,0.0,,False
V0_minus_V5,0,1,role_token,2.2991700172424316,0.9999998807907104,,False
V0_minus_V5,0,2,post_role_newline,0.0,0.0,,False
V0_minus_V5,0,3,command_0_12497,0.0,0.0,,False
V0_minus_V5,0,4,command_1_279,0.0,0.0,,False
V0_minus_V5,0,5,command_2_28285,0.0,0.0,,False
V0_minus_V5,0,6,command_3_2022,0.0,0.0,,False
V0_minus_V5,0,7,command_4_3383,0.0,0.0,,False
V0_minus_V5,0,8,command_5_323,0.0,0.0,,False
V0_minus_V5,0,9,command_6_2550,0.0,0.0,,False
V0_minus_V5,0,10,command_7_6896,0.0,0.0,,False
V0_minus_V5,0,11,embedded_im_end_marker_confounded,0.0,0.0,,True
V0_minus_V5,1,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,1,1,role_token,12.675064086914062,0.9885387380917867,10.37589406967163,False
V0_minus_V5,1,2,post_role_newline,1.4118691682815552,0.9925581296284993,1.4118691682815552,False
V0_minus_V5,1,3,command_0_12497,4.023046970367432,0.9877457698186238,4.023046970367432,False
V0_minus_V5,1,4,command_1_279,0.13529874881108603,0.8698461810747783,0.13529874881108603,False
V0_minus_V5,1,5,command_2_28285,1.5182844797770183,0.9919835646947225,1.5182844797770183,False
V0_minus_V5,1,6,command_3_2022,0.7357494235038757,0.9868878761927287,0.7357494235038757,False
V0_minus_V5,1,7,command_4_3383,0.6001369853814443,0.9782587250073751,0.6001369853814443,False
V0_minus_V5,1,8,command_5_323,0.07758775850137074,0.7636504173278809,0.07758775850137074,False
V0_minus_V5,1,9,command_6_2550,0.2589152803023656,0.8854783137639364,0.2589152803023656,False
V0_minus_V5,1,10,command_7_6896,0.3450605720281601,0.9551196773846944,0.3450605720281601,False
V0_minus_V5,1,11,embedded_im_end_marker_confounded,0.7510729928811392,0.44924221088488897,0.7510729928811392,True
V0_minus_V5,2,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,2,1,role_token,14.170388221740723,0.987805716196696,1.4953241348266602,False
V0_minus_V5,2,2,post_role_newline,2.4370416402816772,0.9756092071533203,1.025172472000122,False
V0_minus_V5,2,3,command_0_12497,4.513752619425456,0.9865638017654419,0.4907056490580244,False
V0_minus_V5,2,4,command_1_279,0.5978321135044098,0.9358574390411377,0.46253336469332373,False
V0_minus_V5,2,5,command_2_28285,1.8355291684468586,0.9899658600489298,0.31724468866984035,False
V0_minus_V5,2,6,command_3_2022,1.0799942811330159,0.978422737121582,0.34424485762914014,False
V0_minus_V5,2,7,command_4_3383,0.8692483703295389,0.9725945830345154,0.2691113849480946,False
V0_minus_V5,2,8,command_5_323,0.6401061912377676,0.974959933757782,0.5625184327363968,False
V0_minus_V5,2,9,command_6_2550,0.5125594536463419,0.9206801374753316,0.2536441733439763,False
V0_minus_V5,2,10,command_7_6896,0.5230284531911215,0.936490805943807,0.17796788116296136,False
V0_minus_V5,2,11,embedded_im_end_marker_confounded,0.9220109581947327,0.4322549765308698,0.1709379653135935,True
V0_minus_V5,3,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,3,1,role_token,15.664923032124838,0.9866339166959127,1.4945348103841152,False
V0_minus_V5,3,2,post_role_newline,2.8650534947713218,0.9747404376665751,0.4280118544896445,False
V0_minus_V5,3,3,command_0_12497,4.57953159014384,0.9801625609397888,0.06577897071838379,False
V0_minus_V5,3,4,command_1_279,0.9962846636772156,0.9123962640762329,0.3984525501728058,False
V0_minus_V5,3,5,command_2_28285,1.9677030046780903,0.980418332417806,0.1321738362312317,False
V0_minus_V5,3,6,command_3_2022,2.602691888809204,0.9854500571886698,1.5226976076761882,False
V0_minus_V5,3,7,command_4_3383,1.767627974351247,0.9762646357218424,0.8983796040217081,False
V0_minus_V5,3,8,command_5_323,1.3950074911117554,0.97569340467453,0.7549012998739878,False
V0_minus_V5,3,9,command_6_2550,1.1391976277033489,0.9578818519910176,0.626638174057007,False
V0_minus_V5,3,10,command_7_6896,0.8651613195737203,0.9471110065778097,0.3421328663825989,False
V0_minus_V5,3,11,embedded_im_end_marker_confounded,1.1075631181399028,0.5300901859998703,0.18555215994517016,True
V0_minus_V5,4,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,4,1,role_token,26.158443768819172,0.9950438141822815,10.493520736694334,False
V0_minus_V5,4,2,post_role_newline,3.3551385402679443,0.97125084400177,0.4900850454966226,False
V0_minus_V5,4,3,command_0_12497,4.816693305969238,0.9730027238527934,0.23716171582539847,False
V0_minus_V5,4,4,command_1_279,1.285901149113973,0.9130624254544576,0.28961648543675733,False
V0_minus_V5,4,5,command_2_28285,2.1842936674753823,0.9649528781572978,0.216590662797292,False
V0_minus_V5,4,6,command_3_2022,2.967454274495443,0.979364283879598,0.36476238568623875,False
V0_minus_V5,4,7,command_4_3383,2.0741408665974936,0.971699579556783,0.30651289224624656,False
V0_minus_V5,4,8,command_5_323,1.9072494109471638,0.9527342240015666,0.5122419198354085,False
V0_minus_V5,4,9,command_6_2550,1.5664409200350444,0.9423079093297323,0.42724329233169556,False
V0_minus_V5,4,10,command_7_6896,1.172900676727295,0.9332435329755148,0.3077393571535746,False
V0_minus_V5,4,11,embedded_im_end_marker_confounded,1.6786128083864849,0.662765250603358,0.571049690246582,True
V0_minus_V5,5,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,5,1,role_token,29.616733233133953,0.994593346118927,3.458289464314781,False
V0_minus_V5,5,2,post_role_newline,6.431875387827556,0.9834257046381633,3.0767368475596113,False
V0_minus_V5,5,3,command_0_12497,5.103552897771199,0.955846643447876,0.28685959180196097,False
V0_minus_V5,5,4,command_1_279,1.6377631028493245,0.9175828258196513,0.35186195373535156,False
V0_minus_V5,5,5,command_2_28285,2.7256716887156167,0.9533853809038798,0.5413780212402344,False
V0_minus_V5,5,6,command_3_2022,3.8264713287353516,0.971303915977478,0.8590170542399087,False
V0_minus_V5,5,7,command_4_3383,2.65583598613739,0.9626980145772298,0.5816951195398965,False
V0_minus_V5,5,8,command_5_323,2.1458005905151367,0.9514501889546713,0.2385511795679729,False
V0_minus_V5,5,9,command_6_2550,2.0690798163414,0.9299009124437968,0.5026388963063557,False
V0_minus_V5,5,10,command_7_6896,1.3699867924054463,0.9221440752347311,0.19708611567815137,False
V0_minus_V5,5,11,embedded_im_end_marker_confounded,2.0632035732269287,0.6940110206604004,0.38459076484044386,True
V0_minus_V5,6,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,6,1,role_token,35.969778060913086,0.9951799829800924,6.353044827779133,False
V0_minus_V5,6,2,post_role_newline,7.026760975519816,0.9782242894172668,0.5948855876922607,False
V0_minus_V5,6,3,command_0_12497,5.945096651713054,0.9520212292671204,0.8415437539418544,False
V0_minus_V5,6,4,command_1_279,2.2136639753977456,0.9027153491973877,0.5759008725484211,False
V0_minus_V5,6,5,command_2_28285,2.8883845806121826,0.9394338170687357,0.1627128918965659,False
V0_minus_V5,6,6,command_3_2022,4.48324982325236,0.9657835284868876,0.6567784945170088,False
V0_minus_V5,6,7,command_4_3383,3.537172039349874,0.9668607950210572,0.8813360532124839,False
V0_minus_V5,6,8,command_5_323,3.1932088136672974,0.9646337747573852,1.0474082231521606,False
V0_minus_V5,6,9,command_6_2550,2.853833476702372,0.9394851724306742,0.7847536603609719,False
V0_minus_V5,6,10,command_7_6896,1.848357121149699,0.9195444901784261,0.47837032874425267,False
V0_minus_V5,6,11,embedded_im_end_marker_confounded,2.7780433893203735,0.7448920647303263,0.7148398160934448,True
V0_minus_V5,7,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,7,1,role_token,41.59190877278646,0.9952698747316996,5.622130711873375,False
V0_minus_V5,7,2,post_role_newline,14.680573463439941,0.9894822200139364,7.653812487920125,False
V0_minus_V5,7,3,command_0_12497,7.417941888173421,0.9611138979593913,1.4728452364603672,False
V0_minus_V5,7,4,command_1_279,2.7486548821131387,0.9034926136334737,0.5349909067153931,False
V0_minus_V5,7,5,command_2_28285,2.9311023553212485,0.9287769238154093,0.0427177747090659,False
V0_minus_V5,7,6,command_3_2022,4.719212770462036,0.9610957384109498,0.2359629472096758,False
V0_minus_V5,7,7,command_4_3383,3.979742248853048,0.9640643874804179,0.44257020950317383,False
V0_minus_V5,7,8,command_5_323,3.9366660515467324,0.9635872801144918,0.7434572378794351,False
V0_minus_V5,7,9,command_6_2550,3.1672634283701577,0.9319206913312276,0.31342995166778564,False
V0_minus_V5,7,10,command_7_6896,2.13565985361735,0.913152539730072,0.28730273246765115,False
V0_minus_V5,7,11,embedded_im_end_marker_confounded,3.2527528603871665,0.782350997130076,0.47470947106679295,True
V0_minus_V5,8,0,embedded_im_start,0.0,0.0,0.0,False
V0_minus_V5,8,1,role_token,43.78117370605469,0.9949645598729452,2.189264933268227,False
V0_minus_V5,8,2,post_role_newline,18.748663902282715,0.9902517795562744,4.068090438842773,False
V0_minus_V5,8,3,command_0_12497,8.997995217641195,0.9688804308573405,1.5800533294677743,False
V0_minus_V5,8,4,command_1_279,4.698074261347453,0.9459986050923666,1.9494193792343144,False
V0_minus_V5,8,5,command_2_28285,3.3807591994603476,0.9354771574338278,0.4496568441390991,False
V0_minus_V5,8,6,command_3_2022,5.59309967358907,0.9627283453941345,0.8738869031270342,False
V0_minus_V5,8,7,command_4_3383,4.6338967482248945,0.9596349676450093,0.6541544993718467,False
V0_minus_V5,8,8,command_5_323,5.01364795366923,0.9677374362945557,1.076981902122498,False
V0_minus_V5,8,9,command_6_2550,4.069734851519267,0.9468363920847574,0.9024714231491093,False
V0_minus_V5,8,10,command_7_6896,2.917245944341024,0.9326238433519999,0.7815860907236738,False
V0_minus_V5,8,11,embedded_im_end_marker_confounded,4.406992673873901,0.8639228582382202,1.1542398134867349,True
