contrast,layer,position_order,position,document_index,activation_difference_norm
V0_minus_V4,1,11,embedded_im_end_marker_confounded,5,0.8489726781845093
V0_minus_V4,2,0,embedded_im_start,0,0.0
V0_minus_V4,2,0,embedded_im_start,1,0.0
V0_minus_V4,2,0,embedded_im_start,2,0.0
V0_minus_V4,2,0,embedded_im_start,3,0.0
V0_minus_V4,2,0,embedded_im_start,4,0.0
V0_minus_V4,2,0,embedded_im_start,5,0.0
V0_minus_V4,2,1,role_token,0,6.126986503601074
V0_minus_V4,2,1,role_token,1,6.336328983306885
V0_minus_V4,2,1,role_token,2,6.22601842880249
V0_minus_V4,2,1,role_token,3,6.445464134216309
V0_minus_V4,2,1,role_token,4,6.512834072113037
V0_minus_V4,2,1,role_token,5,6.214640140533447
V0_minus_V4,2,2,post_role_newline,0,1.6297470331192017
V0_minus_V4,2,2,post_role_newline,1,1.8076567649841309
V0_minus_V4,2,2,post_role_newline,2,1.7782464027404785
V0_minus_V4,2,2,post_role_newline,3,1.887510061264038
V0_minus_V4,2,2,post_role_newline,4,2.129427909851074
V0_minus_V4,2,2,post_role_newline,5,1.7707661390304565
V0_minus_V4,2,3,command_0_12497,0,2.376267910003662
V0_minus_V4,2,3,command_0_12497,1,2.3722996711730957
V0_minus_V4,2,3,command_0_12497,2,2.2651455402374268
V0_minus_V4,2,3,command_0_12497,3,2.3392016887664795
V0_minus_V4,2,3,command_0_12497,4,2.1392714977264404
V0_minus_V4,2,3,command_0_12497,5,2.241333484649658
V0_minus_V4,2,4,command_1_279,0,0.4277527630329132
V0_minus_V4,2,4,command_1_279,1,0.438608318567276
V0_minus_V4,2,4,command_1_279,2,0.4331704080104828
V0_minus_V4,2,4,command_1_279,3,0.4331546425819397
V0_minus_V4,2,4,command_1_279,4,0.4901961088180542
V0_minus_V4,2,4,command_1_279,5,0.40746188163757324
V0_minus_V4,2,5,command_2_28285,0,0.5482962131500244
V0_minus_V4,2,5,command_2_28285,1,0.5160431861877441
V0_minus_V4,2,5,command_2_28285,2,0.526641845703125
V0_minus_V4,2,5,command_2_28285,3,0.5829392671585083
V0_minus_V4,2,5,command_2_28285,4,0.5372065901756287
V0_minus_V4,2,5,command_2_28285,5,0.5535939335823059
V0_minus_V4,2,6,command_3_2022,0,0.3947930634021759
V0_minus_V4,2,6,command_3_2022,1,0.40999385714530945
V0_minus_V4,2,6,command_3_2022,2,0.38200870156288147
V0_minus_V4,2,6,command_3_2022,3,0.4151906967163086
V0_minus_V4,2,6,command_3_2022,4,0.3748885989189148
V0_minus_V4,2,6,command_3_2022,5,0.4004170000553131
V0_minus_V4,2,7,command_4_3383,0,0.3789334297180176
V0_minus_V4,2,7,command_4_3383,1,0.40279293060302734
V0_minus_V4,2,7,command_4_3383,2,0.3869750201702118
V0_minus_V4,2,7,command_4_3383,3,0.3617313504219055
V0_minus_V4,2,7,command_4_3383,4,0.4434680640697479
V0_minus_V4,2,7,command_4_3383,5,0.4040212035179138
V0_minus_V4,2,8,command_5_323,0,0.24438917636871338
V0_minus_V4,2,8,command_5_323,1,0.26049864292144775
V0_minus_V4,2,8,command_5_323,2,0.22802679240703583
V0_minus_V4,2,8,command_5_323,3,0.24990282952785492
V0_minus_V4,2,8,command_5_323,4,0.24680253863334656
V0_minus_V4,2,8,command_5_323,5,0.23973752558231354
V0_minus_V4,2,9,command_6_2550,0,0.22329081594944
V0_minus_V4,2,9,command_6_2550,1,0.24041016399860382
V0_minus_V4,2,9,command_6_2550,2,0.22603225708007812
V0_minus_V4,2,9,command_6_2550,3,0.27811768651008606
V0_minus_V4,2,9,command_6_2550,4,0.22701811790466309
V0_minus_V4,2,9,command_6_2550,5,0.22736768424510956
V0_minus_V4,2,10,command_7_6896,0,0.2214948982000351
V0_minus_V4,2,10,command_7_6896,1,0.2104598432779312
V0_minus_V4,2,10,command_7_6896,2,0.24914060533046722
V0_minus_V4,2,10,command_7_6896,3,0.22659577429294586
V0_minus_V4,2,10,command_7_6896,4,0.21027301251888275
V0_minus_V4,2,10,command_7_6896,5,0.23140312731266022
V0_minus_V4,2,11,embedded_im_end_marker_confounded,0,1.0455073118209839
V0_minus_V4,2,11,embedded_im_end_marker_confounded,1,0.8865626454353333
V0_minus_V4,2,11,embedded_im_end_marker_confounded,2,0.7718560695648193
V0_minus_V4,2,11,embedded_im_end_marker_confounded,3,0.8536460399627686
V0_minus_V4,2,11,embedded_im_end_marker_confounded,4,0.5339972376823425
V0_minus_V4,2,11,embedded_im_end_marker_confounded,5,1.035736083984375
V0_minus_V4,3,0,embedded_im_start,0,0.0
V0_minus_V4,3,0,embedded_im_start,1,0.0
V0_minus_V4,3,0,embedded_im_start,2,0.0
V0_minus_V4,3,0,embedded_im_start,3,0.0
V0_minus_V4,3,0,embedded_im_start,4,0.0
V0_minus_V4,3,0,embedded_im_start,5,0.0
V0_minus_V4,3,1,role_token,0,7.090503692626953
V0_minus_V4,3,1,role_token,1,7.334962368011475
V0_minus_V4,3,1,role_token,2,7.130838871002197
V0_minus_V4,3,1,role_token,3,7.388852596282959
V0_minus_V4,3,1,role_token,4,7.477339744567871
V0_minus_V4,3,1,role_token,5,7.098755359649658
V0_minus_V4,3,2,post_role_newline,0,2.019604444503784
V0_minus_V4,3,2,post_role_newline,1,2.2104294300079346
V0_minus_V4,3,2,post_role_newline,2,2.1742889881134033
V0_minus_V4,3,2,post_role_newline,3,2.303738594055176
V0_minus_V4,3,2,post_role_newline,4,2.5656497478485107
V0_minus_V4,3,2,post_role_newline,5,2.157247543334961
V0_minus_V4,3,3,command_0_12497,0,2.754234552383423
V0_minus_V4,3,3,command_0_12497,1,2.779585599899292
V0_minus_V4,3,3,command_0_12497,2,2.7187533378601074
V0_minus_V4,3,3,command_0_12497,3,2.7983734607696533
V0_minus_V4,3,3,command_0_12497,4,2.7361490726470947
V0_minus_V4,3,3,command_0_12497,5,2.6630959510803223
V0_minus_V4,3,4,command_1_279,0,0.7304173707962036
V0_minus_V4,3,4,command_1_279,1,0.733525812625885
V0_minus_V4,3,4,command_1_279,2,0.647310197353363
V0_minus_V4,3,4,command_1_279,3,0.7200130224227905
V0_minus_V4,3,4,command_1_279,4,0.6407482028007507
V0_minus_V4,3,4,command_1_279,5,0.7096956968307495
V0_minus_V4,3,5,command_2_28285,0,0.7282437086105347
V0_minus_V4,3,5,command_2_28285,1,0.7388842701911926
V0_minus_V4,3,5,command_2_28285,2,0.7518681287765503
V0_minus_V4,3,5,command_2_28285,3,0.7867701053619385
V0_minus_V4,3,5,command_2_28285,4,0.8026184439659119
V0_minus_V4,3,5,command_2_28285,5,0.7700585722923279
V0_minus_V4,3,6,command_3_2022,0,0.8668268918991089
V0_minus_V4,3,6,command_3_2022,1,0.8623723983764648
V0_minus_V4,3,6,command_3_2022,2,0.8753826022148132
V0_minus_V4,3,6,command_3_2022,3,0.8851459622383118
V0_minus_V4,3,6,command_3_2022,4,0.9008861780166626
V0_minus_V4,3,6,command_3_2022,5,0.9013586640357971
V0_minus_V4,3,7,command_4_3383,0,0.714762270450592
V0_minus_V4,3,7,command_4_3383,1,0.7655996084213257
V0_minus_V4,3,7,command_4_3383,2,0.744848370552063
V0_minus_V4,3,7,command_4_3383,3,0.7414292693138123
V0_minus_V4,3,7,command_4_3383,4,0.8268770575523376
V0_minus_V4,3,7,command_4_3383,5,0.7615622282028198
V0_minus_V4,3,8,command_5_323,0,0.5848069787025452
V0_minus_V4,3,8,command_5_323,1,0.6332937479019165
V0_minus_V4,3,8,command_5_323,2,0.6089968085289001
V0_minus_V4,3,8,command_5_323,3,0.6382806301116943
V0_minus_V4,3,8,command_5_323,4,0.6822080016136169
V0_minus_V4,3,8,command_5_323,5,0.6094509959220886
V0_minus_V4,3,9,command_6_2550,0,0.5445577502250671
V0_minus_V4,3,9,command_6_2550,1,0.6146051287651062
V0_minus_V4,3,9,command_6_2550,2,0.6008774042129517
V0_minus_V4,3,9,command_6_2550,3,0.5825616121292114
V0_minus_V4,3,9,command_6_2550,4,0.6006290316581726
V0_minus_V4,3,9,command_6_2550,5,0.5824413299560547
V0_minus_V4,3,10,command_7_6896,0,0.4040972888469696
V0_minus_V4,3,10,command_7_6896,1,0.4288080334663391
V0_minus_V4,3,10,command_7_6896,2,0.4751385748386383
V0_minus_V4,3,10,command_7_6896,3,0.44383153319358826
V0_minus_V4,3,10,command_7_6896,4,0.46748387813568115
V0_minus_V4,3,10,command_7_6896,5,0.4399697780609131
V0_minus_V4,3,11,embedded_im_end_marker_confounded,0,1.219666838645935
V0_minus_V4,3,11,embedded_im_end_marker_confounded,1,1.0133644342422485
V0_minus_V4,3,11,embedded_im_end_marker_confounded,2,0.9181875586509705
V0_minus_V4,3,11,embedded_im_end_marker_confounded,3,0.9929859638214111
V0_minus_V4,3,11,embedded_im_end_marker_confounded,4,0.7149531245231628
V0_minus_V4,3,11,embedded_im_end_marker_confounded,5,1.2216624021530151
V0_minus_V4,4,0,embedded_im_start,0,0.0
V0_minus_V4,4,0,embedded_im_start,1,0.0
V0_minus_V4,4,0,embedded_im_start,2,0.0
V0_minus_V4,4,0,embedded_im_start,3,0.0
V0_minus_V4,4,0,embedded_im_start,4,0.0
V0_minus_V4,4,0,embedded_im_start,5,0.0
V0_minus_V4,4,1,role_token,0,9.557920455932617
V0_minus_V4,4,1,role_token,1,9.91104507446289
V0_minus_V4,4,1,role_token,2,9.573594093322754
V0_minus_V4,4,1,role_token,3,9.983651161193848
V0_minus_V4,4,1,role_token,4,9.88585090637207
V0_minus_V4,4,1,role_token,5,9.692167282104492
V0_minus_V4,4,2,post_role_newline,0,2.715350866317749
V0_minus_V4,4,2,post_role_newline,1,2.9067418575286865
V0_minus_V4,4,2,post_role_newline,2,2.802426815032959
V0_minus_V4,4,2,post_role_newline,3,2.9265189170837402
V0_minus_V4,4,2,post_role_newline,4,3.1777446269989014
V0_minus_V4,4,2,post_role_newline,5,2.7811224460601807
V0_minus_V4,4,3,command_0_12497,0,3.381335973739624
V0_minus_V4,4,3,command_0_12497,1,3.3997726440429688
V0_minus_V4,4,3,command_0_12497,2,3.3651905059814453
V0_minus_V4,4,3,command_0_12497,3,3.4378933906555176
V0_minus_V4,4,3,command_0_12497,4,3.2612781524658203
V0_minus_V4,4,3,command_0_12497,5,3.3030014038085938
V0_minus_V4,4,4,command_1_279,0,0.9423345327377319
V0_minus_V4,4,4,command_1_279,1,0.9501104950904846
V0_minus_V4,4,4,command_1_279,2,0.8935543298721313
V0_minus_V4,4,4,command_1_279,3,0.9479031562805176
V0_minus_V4,4,4,command_1_279,4,0.8552007675170898
V0_minus_V4,4,4,command_1_279,5,0.9324935674667358
V0_minus_V4,4,5,command_2_28285,0,0.9389148354530334
V0_minus_V4,4,5,command_2_28285,1,0.9676477313041687
V0_minus_V4,4,5,command_2_28285,2,0.9698529839515686
V0_minus_V4,4,5,command_2_28285,3,0.9883005023002625
V0_minus_V4,4,5,command_2_28285,4,1.0081034898757935
V0_minus_V4,4,5,command_2_28285,5,0.9935002326965332
V0_minus_V4,4,6,command_3_2022,0,1.1725609302520752
V0_minus_V4,4,6,command_3_2022,1,1.1504687070846558
V0_minus_V4,4,6,command_3_2022,2,1.0792567729949951
V0_minus_V4,4,6,command_3_2022,3,1.1791436672210693
V0_minus_V4,4,6,command_3_2022,4,1.115356206893921
V0_minus_V4,4,6,command_3_2022,5,1.1809767484664917
V0_minus_V4,4,7,command_4_3383,0,0.8513702154159546
V0_minus_V4,4,7,command_4_3383,1,0.9175087213516235
V0_minus_V4,4,7,command_4_3383,2,0.8946746587753296
V0_minus_V4,4,7,command_4_3383,3,0.8954175710678101
V0_minus_V4,4,7,command_4_3383,4,0.976837158203125
V0_minus_V4,4,7,command_4_3383,5,0.8943197131156921
V0_minus_V4,4,8,command_5_323,0,0.8962394595146179
V0_minus_V4,4,8,command_5_323,1,0.9167941808700562
V0_minus_V4,4,8,command_5_323,2,0.8835235238075256
V0_minus_V4,4,8,command_5_323,3,0.9090722799301147
V0_minus_V4,4,8,command_5_323,4,1.0188556909561157
V0_minus_V4,4,8,command_5_323,5,0.8922159671783447
V0_minus_V4,4,9,command_6_2550,0,0.7489282488822937
V0_minus_V4,4,9,command_6_2550,1,0.8501536846160889
V0_minus_V4,4,9,command_6_2550,2,0.8077086806297302
V0_minus_V4,4,9,command_6_2550,3,0.7951411604881287
V0_minus_V4,4,9,command_6_2550,4,0.8159069418907166
V0_minus_V4,4,9,command_6_2550,5,0.7693981528282166
V0_minus_V4,4,10,command_7_6896,0,0.5572930574417114
V0_minus_V4,4,10,command_7_6896,1,0.6025579571723938
V0_minus_V4,4,10,command_7_6896,2,0.6215874552726746
V0_minus_V4,4,10,command_7_6896,3,0.6032013893127441
V0_minus_V4,4,10,command_7_6896,4,0.6801252365112305
V0_minus_V4,4,10,command_7_6896,5,0.6026564240455627
V0_minus_V4,4,11,embedded_im_end_marker_confounded,0,1.491464614868164
V0_minus_V4,4,11,embedded_im_end_marker_confounded,1,1.4126007556915283
V0_minus_V4,4,11,embedded_im_end_marker_confounded,2,1.2651770114898682
V0_minus_V4,4,11,embedded_im_end_marker_confounded,3,1.3492928743362427
V0_minus_V4,4,11,embedded_im_end_marker_confounded,4,1.0252468585968018
V0_minus_V4,4,11,embedded_im_end_marker_confounded,5,1.5120623111724854
V0_minus_V4,5,0,embedded_im_start,0,0.0
V0_minus_V4,5,0,embedded_im_start,1,0.0
V0_minus_V4,5,0,embedded_im_start,2,0.0
V0_minus_V4,5,0,embedded_im_start,3,0.0
V0_minus_V4,5,0,embedded_im_start,4,0.0
V0_minus_V4,5,0,embedded_im_start,5,0.0
V0_minus_V4,5,1,role_token,0,12.84752368927002
V0_minus_V4,5,1,role_token,1,13.113295555114746
V0_minus_V4,5,1,role_token,2,13.262612342834473
V0_minus_V4,5,1,role_token,3,13.203414916992188
V0_minus_V4,5,1,role_token,4,13.211261749267578
V0_minus_V4,5,1,role_token,5,12.9042329788208
V0_minus_V4,5,2,post_role_newline,0,4.384705066680908
V0_minus_V4,5,2,post_role_newline,1,4.657573699951172
V0_minus_V4,5,2,post_role_newline,2,4.539763450622559
V0_minus_V4,5,2,post_role_newline,3,4.529737949371338
V0_minus_V4,5,2,post_role_newline,4,4.855870723724365
V0_minus_V4,5,2,post_role_newline,5,4.368457317352295
V0_minus_V4,5,3,command_0_12497,0,4.463536739349365
V0_minus_V4,5,3,command_0_12497,1,4.398479461669922
V0_minus_V4,5,3,command_0_12497,2,4.5459418296813965
V0_minus_V4,5,3,command_0_12497,3,4.75141716003418
V0_minus_V4,5,3,command_0_12497,4,4.557697296142578
V0_minus_V4,5,3,command_0_12497,5,4.711073875427246
V0_minus_V4,5,4,command_1_279,0,1.090189814567566
V0_minus_V4,5,4,command_1_279,1,1.112752914428711
V0_minus_V4,5,4,command_1_279,2,1.1283087730407715
V0_minus_V4,5,4,command_1_279,3,1.177944540977478
V0_minus_V4,5,4,command_1_279,4,1.085601568222046
V0_minus_V4,5,4,command_1_279,5,1.1010775566101074
V0_minus_V4,5,5,command_2_28285,0,1.3110649585723877
V0_minus_V4,5,5,command_2_28285,1,1.3148139715194702
V0_minus_V4,5,5,command_2_28285,2,1.3576021194458008
V0_minus_V4,5,5,command_2_28285,3,1.4141987562179565
V0_minus_V4,5,5,command_2_28285,4,1.4003214836120605
V0_minus_V4,5,5,command_2_28285,5,1.3512941598892212
V0_minus_V4,5,6,command_3_2022,0,1.7435303926467896
V0_minus_V4,5,6,command_3_2022,1,1.794815182685852
V0_minus_V4,5,6,command_3_2022,2,1.7360119819641113
V0_minus_V4,5,6,command_3_2022,3,1.956630825996399
V0_minus_V4,5,6,command_3_2022,4,1.7366535663604736
V0_minus_V4,5,6,command_3_2022,5,1.8292582035064697
V0_minus_V4,5,7,command_4_3383,0,1.1793763637542725
V0_minus_V4,5,7,command_4_3383,1,1.216417670249939
V0_minus_V4,5,7,command_4_3383,2,1.237937569618225
V0_minus_V4,5,7,command_4_3383,3,1.3022767305374146
V0_minus_V4,5,7,command_4_3383,4,1.2489863634109497
V0_minus_V4,5,7,command_4_3383,5,1.2422667741775513
V0_minus_V4,5,8,command_5_323,0,1.122219204902649
V0_minus_V4,5,8,command_5_323,1,1.090880036354065
V0_minus_V4,5,8,command_5_323,2,1.1093472242355347
V0_minus_V4,5,8,command_5_323,3,1.1401386260986328
V0_minus_V4,5,8,command_5_323,4,1.2177377939224243
V0_minus_V4,5,8,command_5_323,5,1.0802104473114014
V0_minus_V4,5,9,command_6_2550,0,1.6836968660354614
V0_minus_V4,5,9,command_6_2550,1,1.6589683294296265
V0_minus_V4,5,9,command_6_2550,2,1.6226768493652344
V0_minus_V4,5,9,command_6_2550,3,1.8730558156967163
V0_minus_V4,5,9,command_6_2550,4,1.870995044708252
V0_minus_V4,5,9,command_6_2550,5,1.7963727712631226
V0_minus_V4,5,10,command_7_6896,0,0.7534271478652954
V0_minus_V4,5,10,command_7_6896,1,0.8117650151252747
V0_minus_V4,5,10,command_7_6896,2,0.8177736401557922
V0_minus_V4,5,10,command_7_6896,3,0.8210216164588928
V0_minus_V4,5,10,command_7_6896,4,0.8813295364379883
V0_minus_V4,5,10,command_7_6896,5,0.7933059334754944
V0_minus_V4,5,11,embedded_im_end_marker_confounded,0,1.995667576789856
V0_minus_V4,5,11,embedded_im_end_marker_confounded,1,1.9747779369354248
V0_minus_V4,5,11,embedded_im_end_marker_confounded,2,1.7754242420196533
V0_minus_V4,5,11,embedded_im_end_marker_confounded,3,1.7600164413452148
V0_minus_V4,5,11,embedded_im_end_marker_confounded,4,1.529661774635315
V0_minus_V4,5,11,embedded_im_end_marker_confounded,5,2.0483784675598145
V0_minus_V4,6,0,embedded_im_start,0,0.0
V0_minus_V4,6,0,embedded_im_start,1,0.0
V0_minus_V4,6,0,embedded_im_start,2,0.0
V0_minus_V4,6,0,embedded_im_start,3,0.0
V0_minus_V4,6,0,embedded_im_start,4,0.0
V0_minus_V4,6,0,embedded_im_start,5,0.0
V0_minus_V4,6,1,role_token,0,15.489344596862793
V0_minus_V4,6,1,role_token,1,15.720179557800293
V0_minus_V4,6,1,role_token,2,16.008790969848633
V0_minus_V4,6,1,role_token,3,15.681468963623047
V0_minus_V4,6,1,role_token,4,15.873747825622559
V0_minus_V4,6,1,role_token,5,15.587867736816406
V0_minus_V4,6,2,post_role_newline,0,5.663907051086426
V0_minus_V4,6,2,post_role_newline,1,5.855861663818359
V0_minus_V4,6,2,post_role_newline,2,6.039790630340576
V0_minus_V4,6,2,post_role_newline,3,5.749921798706055
V0_minus_V4,6,2,post_role_newline,4,6.099742412567139
V0_minus_V4,6,2,post_role_newline,5,5.586752891540527
V0_minus_V4,6,3,command_0_12497,0,5.77904748916626
V0_minus_V4,6,3,command_0_12497,1,5.783871650695801
V0_minus_V4,6,3,command_0_12497,2,6.118040561676025
V0_minus_V4,6,3,command_0_12497,3,6.040157318115234
V0_minus_V4,6,3,command_0_12497,4,5.971569538116455
V0_minus_V4,6,3,command_0_12497,5,6.078307151794434
V0_minus_V4,6,4,command_1_279,0,1.583935022354126
V0_minus_V4,6,4,command_1_279,1,1.5961309671401978
V0_minus_V4,6,4,command_1_279,2,1.7088862657546997
V0_minus_V4,6,4,command_1_279,3,1.706044316291809
V0_minus_V4,6,4,command_1_279,4,1.617769718170166
V0_minus_V4,6,4,command_1_279,5,1.6068670749664307
V0_minus_V4,6,5,command_2_28285,0,1.5243250131607056
V0_minus_V4,6,5,command_2_28285,1,1.6024309396743774
V0_minus_V4,6,5,command_2_28285,2,1.6020605564117432
